country,dimension,rhetoric_raw,readiness_raw,text_proximate,pillar,rhetoric_z,readiness_z
Egypt,Adaptability,0.4801141619682312,47.57398163,False,Government,-0.3719201079818313,0.9780831328890732
Egypt,Maturity,0.6144158244132996,17.833751,False,Technology Sector,0.1859676021758645,0.6936649197524057
Egypt,Innovation Capacity,0.5502665638923645,61.21267154,False,Technology Sector,-0.3344783739598561,2.246504556308156
Egypt,Human Capital,0.4370791614055633,47.3338616,False,Technology Sector,-0.26022501725879515,2.126606084034812
Egypt,Infrastructure,0.6497306823730469,30.60895455,False,Data and Infrastructure,0.6515676774925604,-0.1670041084812806
Egypt,Data Availability,0.5892561674118042,54.89562918,False,Data and Infrastructure,-1.156868940611285,0.4034528152195086
Ghana,Vision,0.6111409664154053,100.0,True,Government,-0.7128228779483184,0.7844645405527361
Ghana,Governance and Ethics,0.585059404373169,61.72583228,True,Government,-1.3419939502352478,-0.27181114773244763
Ghana,Digital Capacity,0.589397668838501,42.67034137,False,Government,1.21631325777213,-0.025860246567323743
Ghana,Adaptability,0.4862222671508789,33.70878369,False,Government,-0.22132536923707896,-1.1611771252036658
Ghana,Maturity,0.6035997271537781,6.893477458,False,Technology Sector,-0.32139697919135435,-1.058064373655877
Ghana,Innovation Capacity,0.5286282896995544,43.54729969,False,Technology Sector,-1.252068992172116,-0.09592354898271944
Ghana,Human Capital,0.4450625479221344,25.60127687,False,Technology Sector,0.051187415476528775,-1.6441496047224418
Ghana,Infrastructure,0.6559052467346191,31.01739528,False,Data and Infrastructure,0.930660576268847,-0.10771598255655691
Ghana,Data Availability,0.6002970337867737,42.03175146,False,Data and Infrastructure,-0.46702569554041073,-0.8216819494854695
Kenya,Vision,0.6331045031547546,50.0,True,Government,0.10027682426305147,-0.3922322702763682
Kenya,Governance and Ethics,0.6562754511833191,77.76649823,True,Government,0.3069033808771155,1.057709844519406
Kenya,Digital Capacity,0.5274385213851929,54.55527821,False,Government,-0.5203592919946396,1.0488161608046547
Kenya,Adaptability,0.4693798124790191,42.49544096,False,Government,-0.6365744498086748,0.19451550756899355
Kenya,Maturity,0.6162230968475342,11.84482924,False,Technology Sector,0.27074365401884953,-0.26526628454035517
Kenya,Innovation Capacity,0.5616792440414429,46.94634515,False,Technology Sector,0.14948666595683407,0.3547898401421941
Kenya,Human Capital,0.4176413714885711,34.13612505,False,Technology Sector,-1.0184457839076522,-0.16329365835225196
Kenya,Infrastructure,0.6474376320838928,32.25563202,False,Data and Infrastructure,0.5479208427097343,0.07202303555199376
Kenya,Data Availability,0.6106833219528198,39.55528996,False,Data and Infrastructure,0.18191891526929083,-1.057536109727241
Mauritius,Vision,0.6314801573753357,100.0,True,Government,0.04014283558864979,0.7844645405527361
Mauritius,Governance and Ethics,0.5993321537971497,68.32734441,True,Government,-1.0115305296023145,0.27535123223346913
Mauritius,Digital Capacity,0.4877152740955353,45.9867326,False,Government,-1.6337747599452443,0.2740191268342382
Mauritius,Adaptability,0.4700679779052734,46.92127414,False,Government,-0.6196077982070711,0.8773769475494315
Mauritius,Maturity,0.612792432308197,22.17803843,False,Technology Sector,0.10981706136271382,1.389261380014696
Mauritius,Innovation Capacity,0.5814183354377747,38.40520478,False,Technology Sector,0.9865407173065832,-0.7777652752443246
Mauritius,Human Capital,0.4239513278007507,37.53899592,False,Technology Sector,-0.7723097811535944,0.4271282749139827
Mauritius,Infrastructure,0.6182405948638916,45.39837278,False,Data and Infrastructure,-0.7717974849706866,1.9797869090885072
Mauritius,Data Availability,0.5993373394012451,69.96843529,False,Data and Infrastructure,-0.5269882624898865,1.8389623224584044
Morocco,Vision,0.6081138253211975,0.0,True,Government,-0.8248889605406727,-1.5689290811054724
Morocco,Governance and Ethics,0.6477165222167969,56.94542181,True,Government,0.10873462871791338,-0.6680326070693993
Morocco,Digital Capacity,0.5796090364456177,38.9642475,False,Government,0.9419445830047919,-0.36097785797861986
Morocco,Adaptability,0.5189942121505737,43.35891944,False,Government,0.5866637448677173,0.32774153174664195
Morocco,Maturity,0.5706419348716736,19.64301729,False,Technology Sector,-1.8673905185225164,0.9833601223085326
Morocco,Innovation Capacity,0.5214095711708069,49.81559988,False,Technology Sector,-1.558185290471669,0.7352529845277331
Morocco,Human Capital,0.454100102186203,40.62711147,False,Technology Sector,0.4037203604252977,0.9629379552797039
Morocco,Infrastructure,0.596449613571167,37.96524035,False,Data and Infrastructure,-1.7567589786132478,0.9008139782424852
Morocco,Data Availability,0.5899434685707092,51.27588538,False,Data and Infrastructure,-1.1139257470522264,0.05871431060744003
Nigeria,Vision,0.6991815567016602,100.0,True,Government,2.5464781441869575,0.7844645405527361
Nigeria,Governance and Ethics,0.717957615852356,69.80062513,True,Government,1.7350584281678367,0.3974632225227459
Nigeria,Digital Capacity,0.5016351938247681,32.3695043,False,Government,-1.2436089251597828,-0.9572969655286087
Nigeria,Adaptability,0.4693910181522369,37.34858471,False,Government,-0.6362981750261967,-0.5995925230114367
Nigeria,Maturity,0.6392512321472168,9.775356246,False,Technology Sector,1.350954005835531,-0.5966251350837234
Nigeria,Innovation Capacity,0.5870623588562012,43.99918219,False,Technology Sector,1.2258806430128255,-0.036003934650395295
Nigeria,Human Capital,0.4198369085788727,27.55533836,False,Technology Sector,-0.9328032379740117,-1.3051062478856603
Nigeria,Infrastructure,0.6730015277862549,25.81314227,False,Data and Infrastructure,1.7034196500409988,-0.8631509456685932
Nigeria,Data Availability,0.6274852156639099,33.12569226,False,Data and Infrastructure,1.2317163213198952,-1.6698805238140046
Rwanda,Vision,0.6182249188423157,100.0,True,Government,-0.45057187178495556,0.7844645405527361
Rwanda,Governance and Ethics,0.6257463693618774,75.61628671,True,Government,-0.39995025382240895,0.8794908502125165
Rwanda,Digital Capacity,0.5469838380813599,60.10909353,False,Government,0.027482574427281716,1.551011029456987
Rwanda,Adaptability,0.4375202059745788,50.02741948,False,Government,-1.422069947115589,1.35662385844654
Rwanda,Maturity,0.6121376752853394,7.384135323,False,Technology Sector,0.07910353181239586,-0.9795014609588567
Rwanda,Innovation Capacity,0.5643056631088257,46.13333921,False,Technology Sector,0.26086234565521993,0.24698526179563532
Rwanda,Human Capital,0.4057100713253021,37.36771838,False,Technology Sector,-1.4838566971618947,0.3974104219142055
Rwanda,Infrastructure,0.6289822459220886,24.35896,False,Data and Infrastructure,-0.2862703520553214,-1.0742360192391474
Rwanda,Data Availability,0.6331421136856079,59.96022511,False,Data and Infrastructure,1.5851643892333105,0.8857966836923461
Senegal,Vision,0.6165192723274231,100.0,True,Government,-0.5137156491189743,0.7844645405527361
Senegal,Governance and Ethics,0.5976729989051819,72.98174633,True,Government,-1.0499456929791977,0.6611285483565151
Senegal,Digital Capacity,0.5739067196846008,25.40546889,False,Government,0.7821125421201788,-1.5870087305959313
Senegal,Adaptability,0.5530295968055725,51.09017824,False,Government,1.425802840696925,1.5205968207544927
Senegal,Maturity,0.6238342523574829,15.48861049,False,Technology Sector,0.6277699118612076,0.3181668745934322
Senegal,Innovation Capacity,0.5679423213005066,39.29328529,False,Technology Sector,0.4150781305462334,-0.6600058097743091
Senegal,Human Capital,0.4858613014221191,31.53336849,False,Technology Sector,1.642647261949802,-0.6148901539831813
Senegal,Infrastructure,0.6139345765113831,30.49230504,False,Data and Infrastructure,-0.9664313204627639,-0.18393662850184087
Senegal,Data Availability,0.6134445667266846,45.06023607,False,Data and Infrastructure,0.35444396815429274,-0.5332540072393738
South Africa,Vision,0.6750922799110413,50.0,True,Government,1.6546826188402632,-0.3922322702763682
South Africa,Governance and Ethics,0.7329765558242798,80.70546303,True,Government,2.0827987359366804,1.3013041821403624
South Africa,Digital Capacity,0.5505428314208984,51.0419145,False,Government,0.12723872491720267,0.7311258658973839
South Africa,Adaptability,0.503799557685852,35.45857105,False,Government,0.21204101801420638,-0.8912025762964307
South Africa,Maturity,0.6313351392745972,25.55666161,False,Technology Sector,0.9796236590373762,1.9302380907955754
South Africa,Innovation Capacity,0.5551949739456177,53.67726596,False,Technology Sector,-0.12548468124332934,1.2473098625741716
South Africa,Human Capital,0.4472281038761139,38.21877227,False,Technology Sector,0.13566047042049365,0.5450742335144239
South Africa,Infrastructure,0.6565753221511841,43.05330773,False,Data and Infrastructure,0.9609482661294831,1.6393837568708796
South Africa,Data Availability,0.6266884803771973,66.74559825,False,Data and Infrastructure,1.181935585190857,1.5320245712899418
Zimbabwe,Vision,0.6069527268409729,0.0,True,Government,-0.8678733323070511,-1.5689290811054724
Zimbabwe,Governance and Ethics,0.6603254079818726,36.40736052,True,Government,0.40067386176406355,-2.3703175190751997
Zimbabwe,Digital Capacity,0.5091486573219299,28.30659123,False,Government,-1.0330116793047002,-1.3246793824748195
Zimbabwe,Adaptability,0.4660314321517944,30.06258586,False,Government,-0.7191284408612484,-1.723748690688506
Zimbabwe,Maturity,0.5789672136306763,11.16766135,False,Technology Sector,-1.4768659632252328,-0.3736927169247528
Zimbabwe,Innovation Capacity,0.5276987552642822,34.4042605,False,Technology Sector,-1.2914867419201264,-1.308290441017994
Zimbabwe,Human Capital,0.4364176392555237,37.87415619,False,Technology Sector,-0.286029382564738,0.48528092957743596
Zimbabwe,Infrastructure,0.6411753296852112,21.91856478,False,Data and Infrastructure,0.2648621478584737,-1.4284770350885072
Zimbabwe,Data Availability,0.5809828639030457,53.03645009,False,Data and Infrastructure,-1.6737923727141413,0.226387626436638
